Employee Number,Attrition,Business Travel,Age Group,Department,Education Field,Employee Count,Gender,Job Role,Marital Status,Over Time,Age,Distance From Home,Education,Environment Satisfaction,Job Level,Job Satisfaction,Monthly Income,Total Working Years,Work Life Balance,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager
1102,No,Non-Travel,25 - 34,R&D,Technical Degree,1,Male,Research Scientist,Divorced,No,33,4,Bachelor's Degree,4,2,2,3055,11,2,9,8,1,7
1103,No,Non-Travel,25 - 34,R&D,Medical,1,Male,Laboratory Technician,Divorced,No,33,1,Associates Degree,2,1,3,2008,1,2,1,1,0,0
1104,No,Non-Travel,45 - 54,R&D,Technical Degree,1,Male,Research Scientist,Married,No,47,14,Master's Degree,3,2,2,5467,16,4,8,7,1,7
1105,No,Non-Travel,25 - 34,R&D,Technical Degree,1,Male,Research Scientist,Married,No,32,1,Master's Degree,4,2,1,4087,9,2,6,5,1,2
1106,No,Non-Travel,35 - 44,R&D,Life Sciences,1,Male,Research Scientist,Single,No,43,9,Bachelor's Degree,1,1,3,2438,7,2,3,2,1,2
1107,No,Non-Travel,25 - 34,R&D,Medical,1,Male,Manufacturing Director,Single,No,31,5,Bachelor's Degree,2,2,1,9936,10,3,9,4,1,7
1108,No,Non-Travel,25 - 34,R&D,Technical Degree,1,Male,Research Scientist,Single,No,32,5,Master's Degree,2,1,2,2718,12,3,7,7,0,7
1109,No,Non-Travel,35 - 44,R&D,Life Sciences,1,Male,Laboratory Technician,Single,No,44,5,Bachelor's Degree,3,1,3,3162,7,3,5,2,0,3
1110,No,Non-Travel,25 - 34,R&D,Medical,1,Male,Research Scientist,Single,No,28,16,Bachelor's Degree,3,1,3,2144,5,2,5,3,1,4
1111,No,Non-Travel,35 - 44,R&D,Technical Degree,1,Male,Laboratory Technician,Single,No,37,5,Associates Degree,3,1,3,3500,7,1,6,5,1,3
1112,No,Non-Travel,35 - 44,R&D,Life Sciences,1,Male,Research Scientist,Single,No,42,23,Associates Degree,4,2,3,4332,20,3,20,9,3,7
1113,No,Non-Travel,35 - 44,R&D,Life Sciences,1,Male,Manager,Single,No,39,9,Bachelor's Degree,4,5,4,19431,21,2,6,0,1,3
1114,No,Non-Travel,45 - 54,Sales,Life Sciences,1,Male,Sales Representative,Divorced,No,52,29,Master's Degree,1,1,4,3482,16,2,9,8,0,0
1115,No,Non-Travel,45 - 54,Sales,Marketing,1,Male,Sales Executive,Married,No,45,26,Bachelor's Degree,1,2,1,4385,10,3,10,7,4,5
1116,No,Non-Travel,45 - 54,Sales,Marketing,1,Male,Sales Executive,Married,No,47,2,Master's Degree,3,2,2,4978,4,1,1,0,0,0
1117,No,Non-Travel,45 - 54,Sales,Life Sciences,1,Male,Sales Executive,Single,No,46,26,Associates Degree,2,2,2,7991,6,3,2,2,2,2
1118,No,Travel_Frequently,35 - 44,HR,Human Resources,1,Male,Human Resources,Married,No,38,10,Master's Degree,3,2,3,6077,10,3,6,3,1,2
1119,No,Travel_Frequently,Under 25,HR,Medical,1,Male,Human Resources,Married,No,24,10,Bachelor's Degree,1,1,4,2145,3,3,2,2,2,1
1120,No,Travel_Frequently,25 - 34,R&D,Life Sciences,1,Male,Healthcare Representative,Divorced,No,29,2,High School,1,2,4,8853,6,4,6,4,1,3
1121,No,Travel_Frequently,25 - 34,R&D,Life Sciences,1,Male,Manufacturing Director,Divorced,No,34,10,Master's Degree,3,2,4,4724,9,3,9,7,7,2
1122,No,Travel_Frequently,25 - 34,R&D,Medical,1,Male,Research Director,Divorced,No,34,15,Bachelor's Degree,2,4,1,17007,16,2,14,8,6,9
1123,No,Travel_Frequently,25 - 34,R&D,Other,1,Male,Research Scientist,Divorced,No,34,1,Master's Degree,4,1,1,2996,10,3,4,3,1,3
1124,No,Travel_Frequently,25 - 34,R&D,Life Sciences,1,Male,Manufacturing Director,Divorced,No,25,2,High School,4,2,3,5206,7,3,7,7,0,7
1125,No,Travel_Frequently,45 - 54,R&D,Life Sciences,1,Male,Research Director,Married,No,49,2,High School,2,5,4,19161,28,3,5,4,4,3
1126,No,Travel_Frequently,25 - 34,R&D,Medical,1,Male,Laboratory Technician,Married,No,29,20,High School,4,1,4,3812,11,4,11,8,3,10
1127,No,Travel_Frequently,35 - 44,R&D,Life Sciences,1,Male,Manufacturing Director,Married,No,38,6,Master's Degree,1,2,3,5321,10,3,8,3,7,7
1128,No,Travel_Frequently,25 - 34,R&D,Life Sciences,1,Male,Research Scientist,Married,No,32,10,Bachelor's Degree,1,1,3,3433,10,2,5,2,1,3
1129,No,Travel_Frequently,25 - 34,R&D,Other,1,Male,Laboratory Technician,Married,No,26,6,Bachelor's Degree,3,1,4,2544,8,3,7,7,7,7
1130,No,Travel_Frequently,35 - 44,R&D,Medical,1,Male,Laboratory Technician,Married,No,36,23,Associates Degree,3,2,4,2571,17,3,5,2,0,3
1131,No,Travel_Frequently,25 - 34,R&D,Technical Degree,1,Male,Healthcare Representative,Married,No,34,10,Master's Degree,4,2,3,5063,8,2,8,2,7,7
1132,No,Travel_Frequently,35 - 44,R&D,Life Sciences,1,Male,Research Scientist,Married,No,38,1,Bachelor's Degree,4,2,4,4735,19,4,13,11,2,9
1133,No,Travel_Frequently,45 - 54,R&D,Medical,1,Male,Healthcare Representative,Single,No,45,1,Master's Degree,2,2,3,5399,12,3,4,2,0,3
1134,No,Travel_Frequently,35 - 44,R&D,Life Sciences,1,Male,Manufacturing Director,Single,No,35,18,Associates Degree,3,3,4,9362,10,3,2,2,2,2
1135,No,Travel_Frequently,25 - 34,R&D,Medical,1,Male,Research Scientist,Single,No,27,2,Bachelor's Degree,4,1,4,2580,6,2,4,2,1,2
1136,No,Travel_Frequently,35 - 44,Sales,Life Sciences,1,Male,Sales Executive,Divorced,No,39,20,Bachelor's Degree,3,2,4,4127,7,3,2,1,2,2
1137,No,Travel_Frequently,35 - 44,Sales,Medical,1,Male,Sales Executive,Divorced,No,37,1,Master's Degree,3,2,4,9525,6,2,6,3,1,3
1138,No,Travel_Frequently,45 - 54,Sales,Medical,1,Male,Sales Executive,Married,No,49,2,Bachelor's Degree,4,2,2,5390,17,2,9,6,0,8
1139,No,Travel_Frequently,25 - 34,Sales,Medical,1,Male,Sales Executive,Married,No,33,7,Bachelor's Degree,4,2,1,4373,5,3,4,3,0,3
1140,No,Travel_Frequently,25 - 34,Sales,Life Sciences,1,Male,Sales Executive,Single,No,28,7,Bachelor's Degree,3,2,1,4898,5,3,4,2,1,3
1141,No,Travel_Frequently,25 - 34,Sales,Other,1,Male,Sales Executive,Single,No,31,2,Master's Degree,4,2,1,5332,10,3,5,2,0,3
1142,No,Travel_Frequently,25 - 34,Sales,Marketing,1,Male,Sales Executive,Single,No,32,10,Master's Degree,4,2,4,4648,4,4,0,0,0,0
1143,No,Travel_Rarely,35 - 44,HR,Other,1,Male,Human Resources,Divorced,No,37,8,Associates Degree,3,2,2,4071,19,2,10,0,4,7
1144,No,Travel_Rarely,25 - 34,HR,Medical,1,Male,Human Resources,Married,No,29,6,High School,4,1,2,2804,1,3,1,0,0,0
1145,No,Travel_Rarely,25 - 34,HR,Other,1,Male,Human Resources,Single,No,29,17,Bachelor's Degree,2,3,1,7988,10,2,10,9,0,9
1146,No,Travel_Rarely,35 - 44,HR,Life Sciences,1,Male,Human Resources,Single,No,43,2,Bachelor's Degree,2,1,4,3539,10,3,9,7,1,8
1147,No,Travel_Rarely,Over 55,R&D,Technical Degree,1,Male,Research Scientist,Divorced,No,55,22,Bachelor's Degree,1,1,2,3537,8,3,4,2,1,2
1148,No,Travel_Rarely,25 - 34,R&D,Life Sciences,1,Male,Research Scientist,Divorced,No,28,1,Bachelor's Degree,1,1,3,1563,1,1,1,0,0,0
1149,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1,Male,Manager,Divorced,No,40,1,Master's Degree,1,4,1,16823,22,3,19,7,11,16
1150,No,Travel_Rarely,25 - 34,R&D,Life Sciences,1,Male,Laboratory Technician,Divorced,No,31,20,Bachelor's Degree,2,2,3,4197,10,3,10,8,0,2
1151,No,Travel_Rarely,35 - 44,R&D,Medical,1,Male,Laboratory Technician,Divorced,No,39,3,Associates Degree,3,2,3,3069,11,3,10,8,0,7
1152,No,Travel_Rarely,35 - 44,R&D,Medical,1,Male,Research Scientist,Divorced,No,40,2,Bachelor's Degree,3,1,3,2345,8,4,3,1,1,2
1153,No,Travel_Rarely,45 - 54,R&D,Life Sciences,1,Male,Manufacturing Director,Divorced,No,46,2,Associates Degree,4,3,4,8578,12,2,9,8,4,7
1154,No,Travel_Rarely,35 - 44,R&D,Technical Degree,1,Male,Laboratory Technician,Divorced,No,43,27,Bachelor's Degree,4,1,2,4876,8,3,6,4,0,2
1155,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1,Male,Research Scientist,Divorced,No,38,9,Associates Degree,2,1,4,4771,10,4,5,2,0,3
1156,No,Travel_Rarely,Over 55,R&D,Medical,1,Male,Research Director,Divorced,No,55,1,Master's Degree,2,4,4,14732,31,4,7,7,0,0
1157,No,Travel_Rarely,45 - 54,R&D,Life Sciences,1,Male,Healthcare Representative,Divorced,No,49,7,Master's Degree,3,3,2,10466,29,3,8,7,0,7
1158,No,Travel_Rarely,25 - 34,R&D,Life Sciences,1,Male,Healthcare Representative,Divorced,No,29,29,High School,4,2,3,6384,11,3,7,0,1,6
1159,No,Travel_Rarely,25 - 34,R&D,Other,1,Male,Laboratory Technician,Divorced,No,27,19,Bachelor's Degree,4,1,1,4066,7,3,7,7,0,7
1160,No,Travel_Rarely,25 - 34,R&D,Medical,1,Male,Research Scientist,Divorced,No,32,2,Bachelor's Degree,4,2,2,5470,10,2,9,5,1,6
1161,No,Travel_Rarely,45 - 54,R&D,Technical Degree,1,Male,Healthcare Representative,Divorced,No,45,1,Master's Degree,1,3,2,7441,10,3,10,8,7,7
1162,No,Travel_Rarely,Under 25,R&D,Medical,1,Male,Laboratory Technician,Divorced,No,24,29,High School,2,1,1,3907,6,4,6,2,1,2
1163,No,Travel_Rarely,Under 25,R&D,Technical Degree,1,Male,Laboratory Technician,Divorced,No,24,21,Associates Degree,3,1,1,2296,2,3,1,1,0,0
1164,No,Travel_Rarely,35 - 44,R&D,Other,1,Male,Research Scientist,Divorced,No,39,19,Master's Degree,4,2,4,3902,7,3,2,2,2,2
1165,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1,Male,Manager,Married,No,42,2,Bachelor's Degree,1,5,3,18880,24,2,22,6,4,14
1166,No,Travel_Rarely,35 - 44,R&D,Medical,1,Male,Research Scientist,Married,No,37,13,Bachelor's Degree,1,2,4,4285,10,3,10,8,3,7
1167,No,Travel_Rarely,25 - 34,R&D,Life Sciences,1,Male,Laboratory Technician,Married,No,27,11,High School,2,1,1,2099,6,4,5,0,1,4
1168,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1,Male,Research Scientist,Married,No,35,18,Doctoral Degree,2,2,1,5208,16,3,16,15,1,10
1169,No,Travel_Rarely,25 - 34,R&D,Medical,1,Male,Laboratory Technician,Married,No,34,8,Bachelor's Degree,2,2,3,4404,6,4,4,3,1,2
1170,No,Travel_Rarely,45 - 54,R&D,Medical,1,Male,Healthcare Representative,Married,No,53,24,Master's Degree,2,3,4,7005,11,3,4,3,1,2
1171,No,Travel_Rarely,45 - 54,R&D,Life Sciences,1,Male,Research Director,Married,No,48,10,Bachelor's Degree,4,5,2,19665,29,3,22,10,12,9
1172,No,Travel_Rarely,25 - 34,R&D,Medical,1,Male,Laboratory Technician,Married,No,30,1,Associates Degree,4,1,2,3748,12,2,12,8,1,7
1173,No,Travel_Rarely,25 - 34,R&D,Life Sciences,1,Male,Healthcare Representative,Married,No,29,1,Bachelor's Degree,1,2,1,5373,6,2,5,3,0,2
1174,No,Travel_Rarely,45 - 54,R&D,Technical Degree,1,Male,Healthcare Representative,Married,No,49,5,Master's Degree,1,2,3,6651,20,2,3,2,1,2
1175,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1,Male,Healthcare Representative,Married,No,43,11,Bachelor's Degree,1,3,3,7510,10,3,10,9,0,9
1176,No,Travel_Rarely,25 - 34,R&D,Technical Degree,1,Male,Laboratory Technician,Married,No,25,1,Bachelor's Degree,1,1,4,3229,7,2,3,2,0,2
1177,No,Travel_Rarely,45 - 54,R&D,Technical Degree,1,Male,Research Scientist,Married,No,47,1,Bachelor's Degree,1,1,4,3420,17,2,6,5,1,2
1178,No,Travel_Rarely,35 - 44,R&D,Medical,1,Male,Laboratory Technician,Married,No,35,23,Master's Degree,2,1,3,2705,6,4,5,4,0,3
1179,No,Travel_Rarely,25 - 34,R&D,Medical,1,Male,Research Scientist,Married,No,30,7,Bachelor's Degree,2,1,2,2141,6,2,6,4,1,1
1180,No,Travel_Rarely,25 - 34,R&D,Medical,1,Male,Laboratory Technician,Married,No,34,5,Associates Degree,2,2,4,3986,15,4,15,10,4,13
1181,No,Travel_Rarely,25 - 34,R&D,Technical Degree,1,Male,Research Scientist,Married,No,27,2,Master's Degree,2,1,2,2226,6,2,5,3,1,2
1182,No,Travel_Rarely,25 - 34,R&D,Life Sciences,1,Male,Laboratory Technician,Married,No,31,2,Master's Degree,2,1,3,3477,6,4,5,2,0,3
1183,No,Travel_Rarely,25 - 34,R&D,Life Sciences,1,Male,Research Scientist,Married,No,30,16,High School,2,1,4,2862,10,2,10,0,0,8
1184,No,Travel_Rarely,25 - 34,R&D,Life Sciences,1,Male,Research Scientist,Married,No,34,1,Master's Degree,2,2,4,5484,9,2,2,2,2,1
1185,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1,Male,Healthcare Representative,Married,No,44,1,Master's Degree,2,2,1,5033,10,3,2,0,2,2
1186,No,Travel_Rarely,35 - 44,R&D,Medical,1,Male,Laboratory Technician,Married,No,42,2,Bachelor's Degree,3,1,2,4841,4,3,1,0,0,0
1187,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1,Male,Laboratory Technician,Married,No,35,7,Associates Degree,3,1,4,2690,1,2,1,0,0,1
1188,No,Travel_Rarely,35 - 44,R&D,Medical,1,Male,Research Director,Married,No,42,6,Bachelor's Degree,3,3,1,13348,18,4,13,7,5,7
1189,No,Travel_Rarely,25 - 34,R&D,Life Sciences,1,Male,Research Scientist,Married,No,28,1,Bachelor's Degree,3,1,4,2044,5,4,5,3,0,3
1190,No,Travel_Rarely,25 - 34,R&D,Life Sciences,1,Male,Healthcare Representative,Married,No,30,16,Bachelor's Degree,3,2,3,5294,10,3,7,0,1,7
1191,No,Travel_Rarely,Under 25,R&D,Medical,1,Male,Research Scientist,Married,No,24,9,Bachelor's Degree,3,1,3,4401,5,3,5,3,0,4
1192,No,Travel_Rarely,35 - 44,R&D,Medical,1,Male,Healthcare Representative,Married,No,39,6,High School,4,3,1,9991,9,3,7,7,1,7
1193,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1,Male,Research Director,Married,No,44,28,Bachelor's Degree,4,4,1,16328,24,4,20,6,14,17
1194,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1,Male,Manufacturing Director,Married,No,35,27,Master's Degree,4,2,3,6883,17,3,7,7,0,7
1195,No,Travel_Rarely,25 - 34,R&D,Life Sciences,1,Male,Research Scientist,Married,No,33,8,Master's Degree,4,1,1,3143,14,3,10,8,7,6
1196,No,Travel_Rarely,Under 25,R&D,Technical Degree,1,Male,Research Scientist,Married,No,23,10,Bachelor's Degree,4,1,3,2073,4,3,2,2,2,2
1197,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1,Male,Healthcare Representative,Married,No,36,26,Master's Degree,1,2,3,5347,10,2,3,2,0,2
1198,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1,Male,Laboratory Technician,Married,No,40,1,Master's Degree,1,1,4,2406,8,2,1,0,0,0
1199,No,Travel_Rarely,35 - 44,R&D,Medical,1,Male,Healthcare Representative,Married,No,42,13,Bachelor's Degree,2,2,1,5538,10,2,0,0,0,0
1200,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1,Male,Laboratory Technician,Married,No,35,28,Bachelor's Degree,2,2,3,3407,10,2,10,9,6,8
1201,No,Travel_Rarely,25 - 34,R&D,Life Sciences,1,Male,Manufacturing Director,Married,No,28,29,High School,3,2,2,6549,8,2,8,6,1,7
1202,No,Travel_Rarely,25 - 34,R&D,Life Sciences,1,Male,Research Scientist,Married,No,29,9,Bachelor's Degree,3,1,3,2451,5,2,1,0,0,0
1203,No,Travel_Rarely,35 - 44,R&D,Medical,1,Male,Manufacturing Director,Married,No,39,10,Doctoral Degree,2,2,1,5377,10,3,7,7,7,7
1204,No,Travel_Rarely,25 - 34,R&D,Medical,1,Male,Laboratory Technician,Married,No,33,21,Bachelor's Degree,2,1,2,2028,14,3,14,11,2,13
1205,No,Travel_Rarely,Over 55,R&D,Medical,1,Male,Research Director,Married,No,55,2,Bachelor's Degree,3,5,1,19038,34,3,1,0,0,0
1206,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1,Male,Manufacturing Director,Married,No,37,19,Bachelor's Degree,3,2,3,5768,9,2,4,3,0,2
1207,No,Travel_Rarely,25 - 34,R&D,Medical,1,Male,Laboratory Technician,Married,No,26,17,Master's Degree,4,1,3,2305,3,4,3,2,0,2
1208,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1,Male,Laboratory Technician,Single,No,36,4,Master's Degree,1,2,4,5810,10,2,10,4,1,8
1209,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1,Male,Laboratory Technician,Single,No,36,7,Bachelor's Degree,1,1,2,2013,15,3,4,3,1,3
1210,No,Travel_Rarely,Under 25,R&D,Life Sciences,1,Male,Laboratory Technician,Single,No,23,20,High School,1,2,3,2272,5,3,4,3,1,2
1211,No,Travel_Rarely,25 - 34,R&D,Medical,1,Male,Research Scientist,Single,No,34,7,Master's Degree,1,1,4,2972,1,1,1,0,0,0
1212,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1,Male,Research Scientist,Single,No,39,24,High School,1,2,4,4108,18,3,7,7,1,7
1213,No,Travel_Rarely,Under 25,R&D,Life Sciences,1,Male,Healthcare Representative,Single,No,24,1,Associates Degree,2,2,3,4617,4,2,4,3,1,2
1214,No,Travel_Rarely,35 - 44,R&D,Medical,1,Male,Research Scientist,Single,No,35,9,Master's Degree,2,2,3,5098,10,3,10,7,0,8
1215,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1,Male,Healthcare Representative,Single,No,41,5,Bachelor's Degree,2,2,2,6870,11,1,3,2,1,2
1216,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1,Male,Research Scientist,Single,No,40,2,Master's Degree,3,1,3,2809,8,3,2,2,2,2
1217,No,Travel_Rarely,25 - 34,R&D,Medical,1,Male,Laboratory Technician,Single,No,26,1,Bachelor's Degree,3,1,1,2867,8,2,7,7,7,6
1218,No,Travel_Rarely,45 - 54,R&D,Life Sciences,1,Male,Healthcare Representative,Single,No,46,13,Master's Degree,3,2,2,5562,19,3,10,7,0,9
1219,No,Travel_Rarely,45 - 54,R&D,Life Sciences,1,Male,Manager,Single,No,49,1,Bachelor's Degree,3,4,3,15379,23,3,8,7,0,0
1220,No,Travel_Rarely,Under 25,R&D,Medical,1,Male,Research Scientist,Single,No,21,5,High School,3,1,4,3117,3,3,2,2,2,2
1221,No,Travel_Rarely,25 - 34,R&D,Other,1,Male,Laboratory Technician,Single,No,26,7,Bachelor's Degree,3,1,1,3578,8,3,7,7,0,7
1222,No,Travel_Rarely,35 - 44,R&D,Medical,1,Male,Laboratory Technician,Single,No,35,1,Bachelor's Degree,4,1,1,2450,3,3,3,0,1,2
1223,No,Travel_Rarely,25 - 34,R&D,Life Sciences,1,Male,Manufacturing Director,Single,No,33,25,Bachelor's Degree,4,2,2,4320,5,3,5,3,0,2
1224,No,Travel_Rarely,25 - 34,R&D,Life Sciences,1,Male,Laboratory Technician,Single,No,29,7,Bachelor's Degree,4,1,1,2062,11,3,3,2,1,2
1225,No,Travel_Rarely,25 - 34,R&D,Technical Degree,1,Male,Research Scientist,Single,No,32,2,Bachelor's Degree,4,1,1,2439,4,3,4,2,1,2
1226,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1,Male,Research Scientist,Single,No,44,20,Bachelor's Degree,4,1,2,3420,6,2,5,2,1,3
1227,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1,Male,Laboratory Technician,Single,No,42,8,Bachelor's Degree,4,1,3,3968,8,3,0,0,0,0
1228,No,Travel_Rarely,Under 25,R&D,Life Sciences,1,Male,Research Scientist,Single,No,22,1,Associates Degree,4,1,3,3375,4,4,3,2,1,2
1229,No,Travel_Rarely,Under 25,R&D,Other,1,Male,Laboratory Technician,Single,No,23,12,Associates Degree,4,1,4,2647,5,4,5,2,1,4
1230,No,Travel_Rarely,45 - 54,R&D,Medical,1,Male,Research Director,Single,No,53,2,Bachelor's Degree,4,4,2,16598,35,2,9,8,8,8
1231,No,Travel_Rarely,25 - 34,Sales,Life Sciences,1,Male,Sales Executive,Divorced,No,31,8,Associates Degree,1,3,4,10793,13,3,13,7,9,9
1232,No,Travel_Rarely,25 - 34,Sales,Marketing,1,Male,Sales Executive,Divorced,No,30,15,Associates Degree,3,3,1,7140,12,3,7,7,1,7
1233,No,Travel_Rarely,35 - 44,Sales,Life Sciences,1,Male,Sales Executive,Divorced,No,41,3,Bachelor's Degree,3,2,2,8938,14,3,5,4,0,4
1234,No,Travel_Rarely,25 - 34,Sales,Medical,1,Male,Sales Executive,Divorced,No,34,13,Master's Degree,4,3,3,8628,9,2,8,7,1,1
1235,No,Travel_Rarely,25 - 34,Sales,Life Sciences,1,Male,Sales Executive,Divorced,No,29,19,Bachelor's Degree,3,2,3,8620,10,3,10,7,0,4
1236,No,Travel_Rarely,25 - 34,Sales,Medical,1,Male,Sales Executive,Divorced,No,33,2,Master's Degree,4,2,4,5505,6,3,6,2,0,4
1237,No,Travel_Rarely,45 - 54,Sales,Marketing,1,Male,Sales Executive,Divorced,No,48,7,Bachelor's Degree,3,2,1,5486,15,3,2,2,2,2
1238,No,Travel_Rarely,35 - 44,Sales,Medical,1,Male,Sales Executive,Married,No,40,9,Associates Degree,1,2,1,5473,9,4,8,4,7,1
1239,No,Travel_Rarely,25 - 34,Sales,Life Sciences,1,Male,Sales Executive,Married,No,33,8,Master's Degree,1,2,1,6392,8,1,2,2,2,2
1240,No,Travel_Rarely,25 - 34,Sales,Life Sciences,1,Male,Sales Representative,Married,No,31,2,Associates Degree,1,1,3,3067,3,3,2,2,1,2
1241,No,Travel_Rarely,25 - 34,Sales,Technical Degree,1,Male,Sales Executive,Married,No,31,5,Bachelor's Degree,1,2,3,8346,6,3,5,2,0,2
1242,No,Travel_Rarely,25 - 34,Sales,Medical,1,Male,Sales Representative,Married,No,32,1,Master's Degree,2,1,2,2269,3,3,2,2,2,2
1243,No,Travel_Rarely,35 - 44,Sales,Medical,1,Male,Sales Executive,Married,No,35,18,Master's Degree,2,2,1,5561,6,1,5,3,0,4
1244,No,Travel_Rarely,25 - 34,Sales,Technical Degree,1,Male,Sales Executive,Married,No,30,29,Master's Degree,3,3,2,9250,9,3,4,2,1,3
1245,No,Travel_Rarely,35 - 44,Sales,Life Sciences,1,Male,Sales Executive,Married,No,38,14,Bachelor's Degree,3,2,2,9924,10,3,9,8,7,7
1246,No,Travel_Rarely,25 - 34,Sales,Life Sciences,1,Male,Sales Executive,Married,No,32,19,Bachelor's Degree,4,3,3,9610,10,1,4,3,0,2
1247,No,Travel_Rarely,35 - 44,Sales,Life Sciences,1,Male,Sales Representative,Married,No,35,7,High School,4,1,3,2404,1,3,1,0,0,0
1248,No,Travel_Rarely,25 - 34,Sales,Marketing,1,Male,Sales Executive,Married,No,32,7,Doctoral Degree,4,2,4,9204,7,2,4,3,0,3
1249,No,Travel_Rarely,35 - 44,Sales,Medical,1,Male,Sales Executive,Married,No,39,6,Bachelor's Degree,4,3,3,8237,11,3,7,6,7,6
1250,No,Travel_Rarely,35 - 44,Sales,Marketing,1,Male,Sales Executive,Married,No,37,9,Associates Degree,2,2,2,4189,5,3,5,2,0,3
1251,No,Travel_Rarely,35 - 44,Sales,Marketing,1,Male,Sales Executive,Married,No,36,17,Associates Degree,3,2,2,5507,12,1,4,2,1,3
1252,No,Travel_Rarely,35 - 44,Sales,Life Sciences,1,Male,Sales Executive,Married,No,38,1,Master's Degree,4,2,2,4440,16,3,15,13,5,8
1253,No,Travel_Rarely,25 - 34,Sales,Life Sciences,1,Male,Sales Executive,Married,No,30,16,High School,4,2,3,5301,4,2,2,1,2,2
1254,No,Travel_Rarely,35 - 44,Sales,Life Sciences,1,Male,Sales Representative,Single,No,38,1,Bachelor's Degree,1,1,1,2858,20,2,1,0,0,0
1255,No,Travel_Rarely,35 - 44,Sales,Marketing,1,Male,Sales Executive,Single,No,39,15,Master's Degree,2,4,1,13341,21,3,20,8,11,10
1256,No,Travel_Rarely,35 - 44,Sales,Medical,1,Male,Manager,Single,No,40,7,Master's Degree,2,5,2,19833,21,2,21,8,12,8
1257,No,Travel_Rarely,25 - 34,Sales,Marketing,1,Male,Sales Executive,Single,No,33,10,Master's Degree,2,2,3,5487,10,2,10,4,0,9
1258,No,Travel_Rarely,25 - 34,Sales,Medical,1,Male,Sales Executive,Single,No,29,10,Bachelor's Degree,3,2,3,5869,8,3,5,2,1,4
1259,No,Travel_Rarely,25 - 34,Sales,Medical,1,Male,Sales Executive,Single,No,26,10,Bachelor's Degree,3,2,4,4684,5,3,5,3,1,2
1260,No,Travel_Rarely,25 - 34,Sales,Other,1,Male,Sales Executive,Single,No,34,3,Bachelor's Degree,4,2,1,4759,15,3,13,9,3,12
1261,No,Travel_Rarely,Under 25,Sales,Life Sciences,1,Male,Sales Representative,Single,No,20,9,High School,4,1,1,2728,2,3,2,2,0,2
1262,No,Travel_Rarely,25 - 34,Sales,Medical,1,Male,Sales Executive,Single,No,28,5,Bachelor's Degree,4,2,1,8463,6,3,5,4,1,3
1263,No,Travel_Rarely,35 - 44,Sales,Marketing,1,Male,Sales Executive,Single,No,41,6,Bachelor's Degree,4,3,3,9241,10,3,10,8,8,7
1264,No,Travel_Rarely,25 - 34,Sales,Marketing,1,Male,Sales Executive,Single,No,27,9,Bachelor's Degree,4,2,4,4105,7,3,7,7,0,7
1265,No,Travel_Rarely,45 - 54,Sales,Life Sciences,1,Male,Manager,Single,No,46,1,Master's Degree,4,4,1,17567,27,1,26,0,0,12
1266,No,Non-Travel,Under 25,R&D,Other,1,Female,Research Scientist,Married,Yes,22,26,Associates Degree,2,1,3,2814,4,2,4,2,1,3
1267,No,Travel_Frequently,35 - 44,R&D,Medical,1,Female,Research Scientist,Divorced,Yes,38,8,Bachelor's Degree,4,2,2,2133,20,3,20,11,0,7
1268,No,Travel_Frequently,Under 25,R&D,Technical Degree,1,Female,Research Scientist,Single,Yes,24,2,High School,1,1,4,3760,6,3,6,3,1,3
1269,No,Travel_Frequently,25 - 34,R&D,Life Sciences,1,Female,Laboratory Technician,Single,Yes,27,5,Associates Degree,4,1,4,2379,6,2,5,4,0,2
1270,No,Travel_Rarely,35 - 44,HR,Life Sciences,1,Female,Human Resources,Divorced,Yes,44,1,Bachelor's Degree,3,1,4,3195,8,3,2,2,2,2
1271,No,Travel_Rarely,35 - 44,HR,Life Sciences,1,Female,Human Resources,Single,Yes,35,26,Master's Degree,3,3,4,8837,9,3,9,0,1,7
1272,No,Travel_Rarely,35 - 44,R&D,Medical,1,Female,Research Director,Divorced,Yes,44,7,Bachelor's Degree,2,5,4,19049,23,2,22,7,1,10
1273,No,Travel_Rarely,45 - 54,R&D,Life Sciences,1,Female,Manufacturing Director,Divorced,Yes,47,4,Bachelor's Degree,3,3,2,10333,28,3,22,11,14,10
